Country,S/N,CODE,STATE,NAME,WIKIDATA,MS_FB_PARE,MS_FB
Nigeria,215,SC/215/BO,Borno State,Ngala,Q59818960,country:ng/state:bo,country:ng/state:bo/state-assembly-constituency:215
Nigeria,607,SC/607/KG,Kogi State,Yagba West,Q59819504,country:ng/state:ko,country:ng/state:ko/state-assembly-constituency:607
Nigeria,58,SC/58/AK,Akwa Ibom State,Ikono,Q59818776,country:ng/state:ak,country:ng/state:ak/state-assembly-constituency:58
Nigeria,805,SC/805/OY,Oyo State,Ibadan North West,Q59819767,country:ng/state:oy,country:ng/state:oy/state-assembly-constituency:805
Nigeria,680,SC/680/NW,Nasarawa State,Keana,Q59819596,country:ng/state:na,country:ng/state:na/state-assembly-constituency:680
Nigeria,605,SC/605/KG,Kogi State,Omala,Q59819502,country:ng/state:ko,country:ng/state:ko/state-assembly-constituency:605
Nigeria,582,SC/582/KB,Kebbi State,Zuru,Q59819465,country:ng/state:ke,country:ng/state:ke/state-assembly-constituency:582
Nigeria,69,SC/69/AK,Akwa Ibom State,Onna,Q59818793,country:ng/state:ak,country:ng/state:ak/state-assembly-constituency:69
Nigeria,550,SC/550/KT,Katsina State,Mani,Q59819418,country:ng/state:kt,country:ng/state:kt/state-assembly-constituency:550
Nigeria,194,SC/194/BO,Borno State,Biu,Q59818934,country:ng/state:bo,country:ng/state:bo/state-assembly-constituency:194
Nigeria,446,SC/446/JG,Jigawa State,Ringin,Q59819272,country:ng/state:ji,country:ng/state:ji/state-assembly-constituency:446
Nigeria,421,SC/421/JG,Jigawa State,Auyo,Q59819239,country:ng/state:ji,country:ng/state:ji/state-assembly-constituency:421
Nigeria,64,SC/64/AK,Akwa Ibom State,Mkpat Enin,Q59818788,country:ng/state:ak,country:ng/state:ak/state-assembly-constituency:64
Nigeria,619,SC/619/KW,Kwara State,Ilorin South,Q59819518,country:ng/state:kw,country:ng/state:kw/state-assembly-constituency:619
Nigeria,501,SC/501/KN,Kano State,Gwarzo,Q59819349,country:ng/state:kn,country:ng/state:kn/state-assembly-constituency:501
Nigeria,243,SC/243/DT,Delta State,Aniocha North,Q59818997,country:ng/state:de,country:ng/state:de/state-assembly-constituency:243
Nigeria,529,SC/529/KT,Katsina State,Bindawa,Q59819389,country:ng/state:kt,country:ng/state:kt/state-assembly-constituency:529
Nigeria,584,SC/584/KG,Kogi State,Ajaokuta,Q59819469,country:ng/state:ko,country:ng/state:ko/state-assembly-constituency:584
Nigeria,713,SC/713/NG,Niger State,Mashegu,Q59819642,country:ng/state:ni,country:ng/state:ni/state-assembly-constituency:713
Nigeria,516,SC/516/KN,Kano State,Rimi Gado/Tofa,Q59819373,country:ng/state:kn,country:ng/state:kn/state-assembly-constituency:516
Nigeria,330,SC/330/EK,Ekiti State,Emure,Q59819122,country:ng/state:ek,country:ng/state:ek/state-assembly-constituency:330
Nigeria,245,SC/245/DT,Delta State,Bomadi,Q59819001,country:ng/state:de,country:ng/state:de/state-assembly-constituency:245
Nigeria,737,SC/737/OG,Ogun State,Ijebu North East Ilugun-Alaro,Q59819672,country:ng/state:og,country:ng/state:og/state-assembly-constituency:737
Nigeria,52,SC/52/AK,Akwa Ibom State,Essien Udim,Q59818770,country:ng/state:ak,country:ng/state:ak/state-assembly-constituency:52
Nigeria,710,SC/710/NG,Niger State,Lavun,Q59819637,country:ng/state:ni,country:ng/state:ni/state-assembly-constituency:710
Nigeria,544,SC/544/KT,Katsina State,Kankia,Q59819410,country:ng/state:kt,country:ng/state:kt/state-assembly-constituency:544
Nigeria,695,SC/695/NW,Nasarawa State,Wamba,Q59819617,country:ng/state:na,country:ng/state:na/state-assembly-constituency:695
Nigeria,62,SC/62/AK,Akwa Ibom State,Itu,Q59818785,country:ng/state:ak,country:ng/state:ak/state-assembly-constituency:62
Nigeria,702,SC/702/NG,Niger State,Chanchanga,Q59819624,country:ng/state:ni,country:ng/state:ni/state-assembly-constituency:702
Nigeria,829,SC/829/OY,Oyo State,Oriire,Q59819802,country:ng/state:oy,country:ng/state:oy/state-assembly-constituency:829
Nigeria,496,SC/496/KN,Kano State,Doguwa,Q59819344,country:ng/state:kn,country:ng/state:kn/state-assembly-constituency:496
Nigeria,590,SC/590/KG,Kogi State,Ibaji,Q59819479,country:ng/state:ko,country:ng/state:ko/state-assembly-constituency:590
Nigeria,206,SC/206/BO,Borno State,Konduga,Q59818950,country:ng/state:bo,country:ng/state:bo/state-assembly-constituency:206
Nigeria,606,SC/606/KG,Kogi State,Yagba East,Q59819503,country:ng/state:ko,country:ng/state:ko/state-assembly-constituency:606
Nigeria,730,SC/730/OG,Ogun State,Ewekoro/Itori/Elere-Adubi,Q59819664,country:ng/state:og,country:ng/state:og/state-assembly-constituency:730
Nigeria,804,SC/804/OY,Oyo State,Saki West,Q59819766,country:ng/state:oy,country:ng/state:oy/state-assembly-constituency:804
Nigeria,192,SC/192/BO,Borno State,Bama,Q59818932,country:ng/state:bo,country:ng/state:bo/state-assembly-constituency:192
Nigeria,67,SC/67/AK,Akwa Ibom State,Nsit Ubium,Q59818791,country:ng/state:ak,country:ng/state:ak/state-assembly-constituency:67
Nigeria,758,SC/758/OD,Ondo State,Ese Odo,Q59819697,country:ng/state:on,country:ng/state:on/state-assembly-constituency:758
Nigeria,233,SC/233/CR,Cross River State,Obanleku,Q59818983,country:ng/state:cr,country:ng/state:cr/state-assembly-constituency:233
Nigeria,238,SC/238/CR,Cross River State,Ogoja,Q59818992,country:ng/state:cr,country:ng/state:cr/state-assembly-constituency:238
Nigeria,513,SC/513/KN,Kano State,Fagge,Q59819366,country:ng/state:kn,country:ng/state:kn/state-assembly-constituency:513
Nigeria,568,SC/568/KB,Kebbi State,Dandi,Q59819443,country:ng/state:ke,country:ng/state:ke/state-assembly-constituency:568
Nigeria,741,SC/941/OG,Ogun State,Remo North (idarapo),Q59819676,country:ng/state:og,country:ng/state:og/state-assembly-constituency:941
Nigeria,440,SC/440/JG,Jigawa State,Kaugama,Q59819261,country:ng/state:ji,country:ng/state:ji/state-assembly-constituency:440
Nigeria,428,SC/428/JG,Jigawa State,Gagarawa,Q59819248,country:ng/state:ji,country:ng/state:ji/state-assembly-constituency:428
Nigeria,533,SC/533/KT,Katsina State,Danmusa,Q59819395,country:ng/state:kt,country:ng/state:kt/state-assembly-constituency:533
Nigeria,734,SC/734/OG,Ogun State,Ogun Waterside (abigi/Ibiade/Iwopin/Oni),Q59819668,country:ng/state:og,country:ng/state:og/state-assembly-constituency:734
Nigeria,559,SC/559/KB,Kebbi State,Aleiro,Q59819430,country:ng/state:ke,country:ng/state:ke/state-assembly-constituency:559
Nigeria,7,SC/07/AB,Abia State,Ikwuano,Q59818652,country:ng/state:ab,country:ng/state:ab/state-assembly-constituency:07
Nigeria,444,SC/444/JG,Jigawa State,M/Madori,Q59819270,country:ng/state:ji,country:ng/state:ji/state-assembly-constituency:444
Nigeria,56,SC/56/AK,Akwa Ibom State,Ibesikpo Asutan,Q59818774,country:ng/state:ak,country:ng/state:ak/state-assembly-constituency:56
Nigeria,202,SC/202/BO,Borno State,Hawul,Q59818946,country:ng/state:bo,country:ng/state:bo/state-assembly-constituency:202
Nigeria,534,SC/534/KT,Katsina State,Daura,Q59819396,country:ng/state:kt,country:ng/state:kt/state-assembly-constituency:534
Nigeria,570,SC/570/KB,Kebbi State,Gwandu,Q59819446,country:ng/state:ke,country:ng/state:ke/state-assembly-constituency:570
Nigeria,207,SC/207/BO,Borno State,Kukawa,Q59818951,country:ng/state:bo,country:ng/state:bo/state-assembly-constituency:207
Nigeria,209,SC/209/BO,Borno State,Mafa,Q59818953,country:ng/state:bo,country:ng/state:bo/state-assembly-constituency:209
Nigeria,18,SC/18/AB,Abia State,Ugwuna Agbo L.G.A,Q59818670,country:ng/state:ab,country:ng/state:ab/state-assembly-constituency:18
Nigeria,598,SC/598/KG,Kogi State,Mopamuro,Q59819491,country:ng/state:ko,country:ng/state:ko/state-assembly-constituency:598
Nigeria,250,SC/250/DT,Delta State,Ika North East,Q59819007,country:ng/state:de,country:ng/state:de/state-assembly-constituency:250
Nigeria,434,SC/434/JG,Jigawa State,Gwiwa,Q59819255,country:ng/state:ji,country:ng/state:ji/state-assembly-constituency:434
Nigeria,10,SC/10/AB,Abia State,Isuikwuato,Q59818660,country:ng/state:ab,country:ng/state:ab/state-assembly-constituency:10
Nigeria,226,SC/226/CR,Cross River State,Bekwarra,Q59818975,country:ng/state:cr,country:ng/state:cr/state-assembly-constituency:226
Nigeria,539,SC/539/KT,Katsina State,Ingawa,Q59819403,country:ng/state:kt,country:ng/state:kt/state-assembly-constituency:539
Nigeria,449,SC/449/JG,Jigawa State,Taura,Q59819276,country:ng/state:ji,country:ng/state:ji/state-assembly-constituency:449
Nigeria,571,SC/571/KB,Kebbi State,Jega,Q59819447,country:ng/state:ke,country:ng/state:ke/state-assembly-constituency:571
Nigeria,581,SC/581/KB,Kebbi State,Yauri,Q59819464,country:ng/state:ke,country:ng/state:ke/state-assembly-constituency:581
Nigeria,717,SC/717/NG,Niger State,Rafi,Q59819646,country:ng/state:ni,country:ng/state:ni/state-assembly-constituency:717
Nigeria,540,SC/540/KT,Katsina State,Jibia,Q59819404,country:ng/state:kt,country:ng/state:kt/state-assembly-constituency:540
Nigeria,252,SC/252/DT,Delta State,Isoko North,Q59819010,country:ng/state:de,country:ng/state:de/state-assembly-constituency:252
Nigeria,521,SC/521/KN,Kano State,Ungogo,Q59819378,country:ng/state:kn,country:ng/state:kn/state-assembly-constituency:521
Nigeria,213,SC/213/BO,Borno State,Mobbar,Q59818957,country:ng/state:bo,country:ng/state:bo/state-assembly-constituency:213
Nigeria,425,SC/425/JG,Jigawa State,Birniwa,Q59819245,country:ng/state:ji,country:ng/state:ji/state-assembly-constituency:425
Nigeria,542,SC/542/KT,Katsina State,Kaita,Q59819408,country:ng/state:kt,country:ng/state:kt/state-assembly-constituency:542
Nigeria,547,SC/545/KT,Katsina State,Kusada,Q59819413,country:ng/state:kt,country:ng/state:kt/state-assembly-constituency:545
Nigeria,706,SC/706/NG,Niger State,Katcha,Q59819633,country:ng/state:ni,country:ng/state:ni/state-assembly-constituency:706
Nigeria,572,SC/572/KB,Kebbi State,Kalgo,Q59819448,country:ng/state:ke,country:ng/state:ke/state-assembly-constituency:572
Nigeria,443,SC/443/JG,Jigawa State,Maigatar,Q59819269,country:ng/state:ji,country:ng/state:ji/state-assembly-constituency:443
Nigeria,822,SC/822/OY,Oyo State,Iwajowa,Q59819791,country:ng/state:oy,country:ng/state:oy/state-assembly-constituency:822
Nigeria,816,SC/816/OY,Oyo State,Ibarapa East,Q59819782,country:ng/state:oy,country:ng/state:oy/state-assembly-constituency:816
Nigeria,557,SC/557/KT,Katsina State,Sandamu,Q59819426,country:ng/state:kt,country:ng/state:kt/state-assembly-constituency:557
Nigeria,703,SC/703/NG,Niger State,Edatti,Q59819629,country:ng/state:ni,country:ng/state:ni/state-assembly-constituency:703
Nigeria,820,SC/820/OY,Oyo State,Iseyin And Itesiwaju,Q59819789,country:ng/state:oy,country:ng/state:oy/state-assembly-constituency:820
Nigeria,70,SC/70/AK,Akwa Ibom State,Oron/Udung Uko,Q59818799,country:ng/state:ak,country:ng/state:ak/state-assembly-constituency:70
Nigeria,201,SC/201/BO,Borno State,Gwoza,Q59818944,country:ng/state:bo,country:ng/state:bo/state-assembly-constituency:201
Nigeria,19,SC/19/AB,Abia State,Ukwa East,Q59818672,country:ng/state:ab,country:ng/state:ab/state-assembly-constituency:19
Nigeria,223,SC/223/CR,Cross River State,Biase,Q59818971,country:ng/state:cr,country:ng/state:cr/state-assembly-constituency:223
Nigeria,541,SC/541/KT,Katsina State,Kafur,Q59819407,country:ng/state:kt,country:ng/state:kt/state-assembly-constituency:541
Nigeria,503,SC/503/KN,Kano State,Municipal,Q59819351,country:ng/state:kn,country:ng/state:kn/state-assembly-constituency:503
Nigeria,489,SC/489/KN,Kano State,Bunkure,Q59819333,country:ng/state:kn,country:ng/state:kn/state-assembly-constituency:489
Nigeria,510,SC/510/KN,Kano State,Madobi,Q59819362,country:ng/state:kn,country:ng/state:kn/state-assembly-constituency:510
Nigeria,426,SC/426/JG,Jigawa State,Buji,Q59819246,country:ng/state:ji,country:ng/state:ji/state-assembly-constituency:426
Nigeria,497,SC/497/KN,Kano State,Gabasawa,Q59819345,country:ng/state:kn,country:ng/state:kn/state-assembly-constituency:497
